

"Pegelkennziffer","Pegelname","Datum","Wasserstand","Durchfluss","Flussgebiet"
"551000","Kreischa","22.03.2011","27","0,48","Nebenflüsse der Elbe"
"551000","Kreischa","23.03.2011","26","0,43","Nebenflüsse der Elbe"
"551000","Kreischa","24.03.2011","26","0,40","Nebenflüsse der Elbe"
"551000","Kreischa","25.03.2011","26","0,40","Nebenflüsse der Elbe"
"551000","Kreischa","26.03.2011","26","0,42","Nebenflüsse der Elbe"
"551000","Kreischa","27.03.2011","26","0,40","Nebenflüsse der Elbe"
"551000","Kreischa","28.03.2011","26","0,38","Nebenflüsse der Elbe"
"551000","Kreischa","29.03.2011","25","0,32","Nebenflüsse der Elbe"
"551000","Kreischa","30.03.2011","25","0,30","Nebenflüsse der Elbe"
"551000","Kreischa","31.03.2011","24","0,28","Nebenflüsse der Elbe"
"551000","Kreischa","01.04.2011","24","0,27","Nebenflüsse der Elbe"
"551000","Kreischa","02.04.2011","23","0,23","Nebenflüsse der Elbe"
"551000","Kreischa","03.04.2011","23","0,24","Nebenflüsse der Elbe"
"551000","Kreischa","04.04.2011","25","0,30","Nebenflüsse der Elbe"
"551000","Kreischa","05.04.2011","25","0,31","Nebenflüsse der Elbe"
"551000","Kreischa","06.04.2011","24","0,26","Nebenflüsse der Elbe"
"551000","Kreischa","07.04.2011","23","0,23","Nebenflüsse der Elbe"
"551000","Kreischa","08.04.2011","23","0,23","Nebenflüsse der Elbe"
"551000","Kreischa","09.04.2011","23","0,22","Nebenflüsse der Elbe"
"551000","Kreischa","10.04.2011","22","0,19","Nebenflüsse der Elbe"
"551000","Kreischa","11.04.2011","22","0,19","Nebenflüsse der Elbe"
"551000","Kreischa","12.04.2011","22","0,19","Nebenflüsse der Elbe"
"551000","Kreischa","13.04.2011","25","0,34","Nebenflüsse der Elbe"
"551000","Kreischa","14.04.2011","31","0,66","Nebenflüsse der Elbe"
"551000","Kreischa","15.04.2011","29","0,56","Nebenflüsse der Elbe"
"551000","Kreischa","16.04.2011","28","0,48","Nebenflüsse der Elbe"
"551000","Kreischa","17.04.2011","27","0,45","Nebenflüsse der Elbe"
"551000","Kreischa","18.04.2011","27","0,42","Nebenflüsse der Elbe"
"551000","Kreischa","19.04.2011","26","0,38","Nebenflüsse der Elbe"
"551000","Kreischa","20.04.2011","25","0,34","Nebenflüsse der Elbe"
"551000","Kreischa","21.04.2011","25","0,32","Nebenflüsse der Elbe"
"551000","Kreischa","22.04.2011","24","0,29","Nebenflüsse der Elbe"
"551000","Kreischa","23.04.2011","24","0,28","Nebenflüsse der Elbe"
"551000","Kreischa","24.04.2011","23","0,24","Nebenflüsse der Elbe"
"551000","Kreischa","25.04.2011","23","0,24","Nebenflüsse der Elbe"
"551000","Kreischa","26.04.2011","25","0,32","Nebenflüsse der Elbe"
"551000","Kreischa","27.04.2011","24","0,27","Nebenflüsse der Elbe"
"551000","Kreischa","28.04.2011","23","0,24","Nebenflüsse der Elbe"
"551000","Kreischa","29.04.2011","22","0,22","Nebenflüsse der Elbe"
"551000","Kreischa","30.04.2011","23","0,23","Nebenflüsse der Elbe"
"551000","Kreischa","01.05.2011","22","0,21","Nebenflüsse der Elbe"
"551000","Kreischa","02.05.2011","22","0,21","Nebenflüsse der Elbe"
"551000","Kreischa","03.05.2011","24","0,33","Nebenflüsse der Elbe"
"551000","Kreischa","04.05.2011","23","0,28","Nebenflüsse der Elbe"
"551000","Kreischa","05.05.2011","22","0,22","Nebenflüsse der Elbe"
"551000","Kreischa","06.05.2011","21","0,18","Nebenflüsse der Elbe"
"551000","Kreischa","07.05.2011","21","0,17","Nebenflüsse der Elbe"
"551000","Kreischa","08.05.2011","21","0,17","Nebenflüsse der Elbe"
"551000","Kreischa","09.05.2011","20","0,14","Nebenflüsse der Elbe"
"551000","Kreischa","10.05.2011","20","0,13","Nebenflüsse der Elbe"
"551000","Kreischa","11.05.2011","19","0,11","Nebenflüsse der Elbe"
"551000","Kreischa","12.05.2011","22","0,22","Nebenflüsse der Elbe"
"551000","Kreischa","13.05.2011","22","0,23","Nebenflüsse der Elbe"
"551000","Kreischa","14.05.2011","21","0,18","Nebenflüsse der Elbe"
"551000","Kreischa","15.05.2011","24","0,30","Nebenflüsse der Elbe"
"551000","Kreischa","16.05.2011","22","0,21","Nebenflüsse der Elbe"
"551000","Kreischa","17.05.2011","17","0,21","Nebenflüsse der Elbe"
"551000","Kreischa","18.05.2011","12","0,22","Nebenflüsse der Elbe"
"551000","Kreischa","19.05.2011","11","0,20","Nebenflüsse der Elbe"
"551000","Kreischa","20.05.2011","11","0,20","Nebenflüsse der Elbe"
"551000","Kreischa","21.05.2011","11","0,20","Nebenflüsse der Elbe"
"551000","Kreischa","22.05.2011","11","0,19","Nebenflüsse der Elbe"
"551000","Kreischa","23.05.2011","10","0,16","Nebenflüsse der Elbe"
"551000","Kreischa","24.05.2011","10","0,16","Nebenflüsse der Elbe"
"551000","Kreischa","25.05.2011","10","0,16","Nebenflüsse der Elbe"
"551000","Kreischa","26.05.2011","10","0,17","Nebenflüsse der Elbe"
"551000","Kreischa","27.05.2011","11","0,18","Nebenflüsse der Elbe"
"551000","Kreischa","28.05.2011","10","0,16","Nebenflüsse der Elbe"
"551000","Kreischa","29.05.2011","10","0,15","Nebenflüsse der Elbe"
"551000","Kreischa","30.05.2011","9","0,13","Nebenflüsse der Elbe"
"551000","Kreischa","31.05.2011","10","0,16","Nebenflüsse der Elbe"
"551000","Kreischa","01.06.2011","16","0,44","Nebenflüsse der Elbe"
"551000","Kreischa","02.06.2011","13","0,28","Nebenflüsse der Elbe"
"551000","Kreischa","03.06.2011","15","0,21","Nebenflüsse der Elbe"
"551000","Kreischa","04.06.2011","16","0,16","Nebenflüsse der Elbe"
"551000","Kreischa","05.06.2011","15","0,12","Nebenflüsse der Elbe"
"551000","Kreischa","06.06.2011","12","0,05","Nebenflüsse der Elbe"
"551000","Kreischa","07.06.2011","16","0,15","Nebenflüsse der Elbe"
"551000","Kreischa","08.06.2011","14","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","09.06.2011","13","0,07","Nebenflüsse der Elbe"
"551000","Kreischa","10.06.2011","12","0,06","Nebenflüsse der Elbe"
"551000","Kreischa","11.06.2011","11","0,06","Nebenflüsse der Elbe"
"551000","Kreischa","12.06.2011","8","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","13.06.2011","8","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","14.06.2011","8","0,11","Nebenflüsse der Elbe"
"551000","Kreischa","15.06.2011","8","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","16.06.2011","8","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","17.06.2011","9","0,13","Nebenflüsse der Elbe"
"551000","Kreischa","18.06.2011","8","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","19.06.2011","8","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","20.06.2011","8","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","21.06.2011","8","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","22.06.2011","9","0,15","Nebenflüsse der Elbe"
"551000","Kreischa","23.06.2011","11","0,18","Nebenflüsse der Elbe"
"551000","Kreischa","24.06.2011","10","0,15","Nebenflüsse der Elbe"
"551000","Kreischa","25.06.2011","9","0,13","Nebenflüsse der Elbe"
"551000","Kreischa","26.06.2011","9","0,13","Nebenflüsse der Elbe"
"551000","Kreischa","27.06.2011","9","0,12","Nebenflüsse der Elbe"
"551000","Kreischa","28.06.2011","8","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","29.06.2011","8","0,09","Nebenflüsse der Elbe"
"551000","Kreischa","30.06.2011","7","0,07","Nebenflüsse der Elbe"
"551000","Kreischa","01.07.2011","7","0,07","Nebenflüsse der Elbe"
"551000","Kreischa","02.07.2011","8","0,09","Nebenflüsse der Elbe"
"551000","Kreischa","03.07.2011","12","0,26","Nebenflüsse der Elbe"
"551000","Kreischa","04.07.2011","14","0,30","Nebenflüsse der Elbe"
"551000","Kreischa","05.07.2011","14","0,32","Nebenflüsse der Elbe"
"551000","Kreischa","06.07.2011","12","0,20","Nebenflüsse der Elbe"
"551000","Kreischa","07.07.2011","11","0,16","Nebenflüsse der Elbe"
"551000","Kreischa","08.07.2011","12","0,21","Nebenflüsse der Elbe"
"551000","Kreischa","09.07.2011","11","0,15","Nebenflüsse der Elbe"
"551000","Kreischa","10.07.2011","10","0,12","Nebenflüsse der Elbe"
"551000","Kreischa","11.07.2011","12","0,20","Nebenflüsse der Elbe"
"551000","Kreischa","12.07.2011","11","0,14","Nebenflüsse der Elbe"
"551000","Kreischa","13.07.2011","10","0,12","Nebenflüsse der Elbe"
"551000","Kreischa","14.07.2011","10","0,11","Nebenflüsse der Elbe"
"551000","Kreischa","15.07.2011","9","0,08","Nebenflüsse der Elbe"
"551000","Kreischa","16.07.2011","9","0,08","Nebenflüsse der Elbe"
"551000","Kreischa","17.07.2011","8","0,06","Nebenflüsse der Elbe"
"551000","Kreischa","18.07.2011","10","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","19.07.2011","9","0,07","Nebenflüsse der Elbe"
"551000","Kreischa","20.07.2011","18","0,46","Nebenflüsse der Elbe"
"551000","Kreischa","21.07.2011","23","0,70","Nebenflüsse der Elbe"
"551000","Kreischa","22.07.2011","18","0,43","Nebenflüsse der Elbe"
"551000","Kreischa","23.07.2011","16","0,30","Nebenflüsse der Elbe"
"551000","Kreischa","24.07.2011","14","0,21","Nebenflüsse der Elbe"
"551000","Kreischa","25.07.2011","13","0,17","Nebenflüsse der Elbe"
"551000","Kreischa","26.07.2011","13","0,15","Nebenflüsse der Elbe"
"551000","Kreischa","27.07.2011","11","0,11","Nebenflüsse der Elbe"
"551000","Kreischa","28.07.2011","11","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","29.07.2011","11","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","30.07.2011","23","0,71","Nebenflüsse der Elbe"
"551000","Kreischa","31.07.2011","42","1,93","Nebenflüsse der Elbe"
"551000","Kreischa","01.08.2011","33","1,21","Nebenflüsse der Elbe"
"551000","Kreischa","02.08.2011","28","0,91","Nebenflüsse der Elbe"
"551000","Kreischa","03.08.2011","24","0,72","Nebenflüsse der Elbe"
"551000","Kreischa","04.08.2011","34","1,52","Nebenflüsse der Elbe"
"551000","Kreischa","05.08.2011","42","1,89","Nebenflüsse der Elbe"
"551000","Kreischa","06.08.2011","37","1,52","Nebenflüsse der Elbe"
"551000","Kreischa","07.08.2011","33","1,23","Nebenflüsse der Elbe"
"551000","Kreischa","08.08.2011","30","1,03","Nebenflüsse der Elbe"
"551000","Kreischa","09.08.2011","26","0,83","Nebenflüsse der Elbe"
"551000","Kreischa","10.08.2011","24","0,71","Nebenflüsse der Elbe"
"551000","Kreischa","11.08.2011","21","0,58","Nebenflüsse der Elbe"
"551000","Kreischa","12.08.2011","20","0,49","Nebenflüsse der Elbe"
"551000","Kreischa","13.08.2011","19","0,47","Nebenflüsse der Elbe"
"551000","Kreischa","14.08.2011","19","0,47","Nebenflüsse der Elbe"
"551000","Kreischa","15.08.2011","20","0,54","Nebenflüsse der Elbe"
"551000","Kreischa","16.08.2011","18","0,41","Nebenflüsse der Elbe"
"551000","Kreischa","17.08.2011","16","0,29","Nebenflüsse der Elbe"
"551000","Kreischa","18.08.2011","15","0,24","Nebenflüsse der Elbe"
"551000","Kreischa","19.08.2011","17","0,34","Nebenflüsse der Elbe"
"551000","Kreischa","20.08.2011","16","0,29","Nebenflüsse der Elbe"
"551000","Kreischa","21.08.2011","15","0,22","Nebenflüsse der Elbe"
"551000","Kreischa","22.08.2011","14","0,18","Nebenflüsse der Elbe"
"551000","Kreischa","23.08.2011","13","0,15","Nebenflüsse der Elbe"
"551000","Kreischa","24.08.2011","12","0,13","Nebenflüsse der Elbe"
"551000","Kreischa","25.08.2011","12","0,13","Nebenflüsse der Elbe"
"551000","Kreischa","26.08.2011","12","0,12","Nebenflüsse der Elbe"
"551000","Kreischa","27.08.2011","12","0,12","Nebenflüsse der Elbe"
"551000","Kreischa","28.08.2011","13","0,17","Nebenflüsse der Elbe"
"551000","Kreischa","29.08.2011","13","0,14","Nebenflüsse der Elbe"
"551000","Kreischa","30.08.2011","12","0,12","Nebenflüsse der Elbe"
"551000","Kreischa","31.08.2011","11","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","01.09.2011","11","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","02.09.2011","11","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","03.09.2011","11","0,09","Nebenflüsse der Elbe"
"551000","Kreischa","04.09.2011","10","0,07","Nebenflüsse der Elbe"
"551000","Kreischa","05.09.2011","13","0,15","Nebenflüsse der Elbe"
"551000","Kreischa","06.09.2011","12","0,14","Nebenflüsse der Elbe"
"551000","Kreischa","07.09.2011","11","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","08.09.2011","11","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","09.09.2011","11","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","10.09.2011","11","0,09","Nebenflüsse der Elbe"
"551000","Kreischa","11.09.2011","10","0,08","Nebenflüsse der Elbe"
"551000","Kreischa","12.09.2011","12","0,13","Nebenflüsse der Elbe"
"551000","Kreischa","13.09.2011","11","0,09","Nebenflüsse der Elbe"
"551000","Kreischa","14.09.2011","10","0,07","Nebenflüsse der Elbe"
"551000","Kreischa","15.09.2011","10","0,07","Nebenflüsse der Elbe"
"551000","Kreischa","16.09.2011","9","0,05","Nebenflüsse der Elbe"
"551000","Kreischa","17.09.2011","9","0,05","Nebenflüsse der Elbe"
"551000","Kreischa","18.09.2011","12","0,14","Nebenflüsse der Elbe"
"551000","Kreischa","19.09.2011","15","0,24","Nebenflüsse der Elbe"
"551000","Kreischa","20.09.2011","12","0,12","Nebenflüsse der Elbe"
"551000","Kreischa","21.09.2011","10","0,08","Nebenflüsse der Elbe"
"551000","Kreischa","22.09.2011","10","0,07","Nebenflüsse der Elbe"
"551000","Kreischa","23.09.2011","10","0,07","Nebenflüsse der Elbe"
"551000","Kreischa","24.09.2011","10","0,07","Nebenflüsse der Elbe"
"551000","Kreischa","25.09.2011","10","0,07","Nebenflüsse der Elbe"
"551000","Kreischa","26.09.2011","9","0,05","Nebenflüsse der Elbe"
"551000","Kreischa","27.09.2011","9","0,05","Nebenflüsse der Elbe"
"551000","Kreischa","28.09.2011","9","0,05","Nebenflüsse der Elbe"
"551000","Kreischa","29.09.2011","9","0,05","Nebenflüsse der Elbe"
"551000","Kreischa","30.09.2011","9","0,05","Nebenflüsse der Elbe"
"551000","Kreischa","01.10.2011","9","0,05","Nebenflüsse der Elbe"
"551000","Kreischa","02.10.2011","8","0,04","Nebenflüsse der Elbe"
"551000","Kreischa","03.10.2011","8","0,04","Nebenflüsse der Elbe"
"551000","Kreischa","04.10.2011","8","0,04","Nebenflüsse der Elbe"
"551000","Kreischa","05.10.2011","8","0,04","Nebenflüsse der Elbe"
"551000","Kreischa","06.10.2011","8","0,04","Nebenflüsse der Elbe"
"551000","Kreischa","07.10.2011","8","0,04","Nebenflüsse der Elbe"
"551000","Kreischa","08.10.2011","9","0,06","Nebenflüsse der Elbe"
"551000","Kreischa","09.10.2011","10","0,07","Nebenflüsse der Elbe"
"551000","Kreischa","10.10.2011","10","0,07","Nebenflüsse der Elbe"
"551000","Kreischa","11.10.2011","10","0,08","Nebenflüsse der Elbe"
"551000","Kreischa","12.10.2011","14","0,20","Nebenflüsse der Elbe"
"551000","Kreischa","13.10.2011","13","0,15","Nebenflüsse der Elbe"
"551000","Kreischa","14.10.2011","11","0,11","Nebenflüsse der Elbe"
"551000","Kreischa","15.10.2011","11","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","16.10.2011","10","0,07","Nebenflüsse der Elbe"
"551000","Kreischa","17.10.2011","10","0,07","Nebenflüsse der Elbe"
"551000","Kreischa","18.10.2011","10","0,07","Nebenflüsse der Elbe"
"551000","Kreischa","19.10.2011","10","0,07","Nebenflüsse der Elbe"
"551000","Kreischa","20.10.2011","10","0,07","Nebenflüsse der Elbe"
"551000","Kreischa","21.10.2011","10","0,08","Nebenflüsse der Elbe"
"551000","Kreischa","22.10.2011","10","0,08","Nebenflüsse der Elbe"
"551000","Kreischa","23.10.2011","9","0,06","Nebenflüsse der Elbe"
"551000","Kreischa","24.10.2011","9","0,05","Nebenflüsse der Elbe"
"551000","Kreischa","25.10.2011","9","0,05","Nebenflüsse der Elbe"
"551000","Kreischa","26.10.2011","9","0,06","Nebenflüsse der Elbe"
"551000","Kreischa","27.10.2011","9","0,06","Nebenflüsse der Elbe"
"551000","Kreischa","28.10.2011","10","0,06","Nebenflüsse der Elbe"
"551000","Kreischa","29.10.2011","10","0,07","Nebenflüsse der Elbe"
"551000","Kreischa","30.10.2011","9","0,06","Nebenflüsse der Elbe"
"551000","Kreischa","31.10.2011","9","0,05","Nebenflüsse der Elbe"
"551000","Kreischa","01.11.2011","9","0,04","Nebenflüsse der Elbe"
"551000","Kreischa","02.11.2011","9","0,04","Nebenflüsse der Elbe"
"551000","Kreischa","03.11.2011","9","0,04","Nebenflüsse der Elbe"
"551000","Kreischa","04.11.2011","9","0,04","Nebenflüsse der Elbe"
"551000","Kreischa","05.11.2011","9","0,04","Nebenflüsse der Elbe"
"551000","Kreischa","06.11.2011","9","0,04","Nebenflüsse der Elbe"
"551000","Kreischa","07.11.2011","9","0,04","Nebenflüsse der Elbe"
"551000","Kreischa","08.11.2011","9","0,04","Nebenflüsse der Elbe"
"551000","Kreischa","09.11.2011","9","0,04","Nebenflüsse der Elbe"
"551000","Kreischa","10.11.2011","9","0,04","Nebenflüsse der Elbe"
"551000","Kreischa","11.11.2011","9","0,04","Nebenflüsse der Elbe"
"551000","Kreischa","12.11.2011","9","0,04","Nebenflüsse der Elbe"
"551000","Kreischa","13.11.2011","9","0,04","Nebenflüsse der Elbe"
"551000","Kreischa","14.11.2011","9","0,04","Nebenflüsse der Elbe"
"551000","Kreischa","15.11.2011","9","0,04","Nebenflüsse der Elbe"
"551000","Kreischa","16.11.2011","9","0,04","Nebenflüsse der Elbe"
"551000","Kreischa","17.11.2011","9","0,03","Nebenflüsse der Elbe"
"551000","Kreischa","18.11.2011","9","0,04","Nebenflüsse der Elbe"
"551000","Kreischa","19.11.2011","9","0,04","Nebenflüsse der Elbe"
"551000","Kreischa","20.11.2011","9","0,04","Nebenflüsse der Elbe"
"551000","Kreischa","21.11.2011","9","0,04","Nebenflüsse der Elbe"
"551000","Kreischa","22.11.2011","8","0,03","Nebenflüsse der Elbe"
"551000","Kreischa","23.11.2011","8","0,02","Nebenflüsse der Elbe"
"551000","Kreischa","24.11.2011","8","0,02","Nebenflüsse der Elbe"
"551000","Kreischa","25.11.2011","8","0,02","Nebenflüsse der Elbe"
"551000","Kreischa","26.11.2011","8","0,02","Nebenflüsse der Elbe"
"551000","Kreischa","27.11.2011","8","0,02","Nebenflüsse der Elbe"
"551000","Kreischa","28.11.2011","9","0,03","Nebenflüsse der Elbe"
"551000","Kreischa","29.11.2011","9","0,03","Nebenflüsse der Elbe"
"551000","Kreischa","30.11.2011","9","0,03","Nebenflüsse der Elbe"
"551000","Kreischa","01.12.2011","8","0,02","Nebenflüsse der Elbe"
"551000","Kreischa","02.12.2011","8","0,02","Nebenflüsse der Elbe"
"551000","Kreischa","03.12.2011","8","0,02","Nebenflüsse der Elbe"
"551000","Kreischa","04.12.2011","9","0,04","Nebenflüsse der Elbe"
"551000","Kreischa","05.12.2011","13","0,13","Nebenflüsse der Elbe"
"551000","Kreischa","06.12.2011","11","0,07","Nebenflüsse der Elbe"
"551000","Kreischa","07.12.2011","10","0,05","Nebenflüsse der Elbe"
"551000","Kreischa","08.12.2011","10","0,05","Nebenflüsse der Elbe"
"551000","Kreischa","09.12.2011","11","0,08","Nebenflüsse der Elbe"
"551000","Kreischa","10.12.2011","12","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","11.12.2011","11","0,07","Nebenflüsse der Elbe"
"551000","Kreischa","12.12.2011","10","0,05","Nebenflüsse der Elbe"
"551000","Kreischa","13.12.2011","10","0,05","Nebenflüsse der Elbe"
"551000","Kreischa","14.12.2011","10","0,04","Nebenflüsse der Elbe"
"551000","Kreischa","15.12.2011","9","0,04","Nebenflüsse der Elbe"
"551000","Kreischa","16.12.2011","11","0,06","Nebenflüsse der Elbe"
"551000","Kreischa","17.12.2011","12","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","18.12.2011","13","0,13","Nebenflüsse der Elbe"
"551000","Kreischa","19.12.2011","13","0,13","Nebenflüsse der Elbe"
"551000","Kreischa","20.12.2011","12","0,09","Nebenflüsse der Elbe"
"551000","Kreischa","21.12.2011","12","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","22.12.2011","13","0,12","Nebenflüsse der Elbe"
"551000","Kreischa","23.12.2011","14","0,17","Nebenflüsse der Elbe"
"551000","Kreischa","24.12.2011","17","0,25","Nebenflüsse der Elbe"
"551000","Kreischa","25.12.2011","17","0,26","Nebenflüsse der Elbe"
"551000","Kreischa","26.12.2011","16","0,23","Nebenflüsse der Elbe"
"551000","Kreischa","27.12.2011","16","0,21","Nebenflüsse der Elbe"
"551000","Kreischa","28.12.2011","15","0,19","Nebenflüsse der Elbe"
"551000","Kreischa","29.12.2011","15","0,19","Nebenflüsse der Elbe"
"551000","Kreischa","30.12.2011","15","0,20","Nebenflüsse der Elbe"
"551000","Kreischa","31.12.2011","16","0,21","Nebenflüsse der Elbe"
"551000","Kreischa","01.01.2012","15","0,18","Nebenflüsse der Elbe"
"551000","Kreischa","02.01.2012","15","0,18","Nebenflüsse der Elbe"
"551000","Kreischa","03.01.2012","15","0,18","Nebenflüsse der Elbe"
"551000","Kreischa","04.01.2012","15","0,18","Nebenflüsse der Elbe"
"551000","Kreischa","05.01.2012","18","0,33","Nebenflüsse der Elbe"
"551000","Kreischa","06.01.2012","22","0,52","Nebenflüsse der Elbe"
"551000","Kreischa","07.01.2012","21","0,51","Nebenflüsse der Elbe"
"551000","Kreischa","08.01.2012","28","0,87","Nebenflüsse der Elbe"
"551000","Kreischa","09.01.2012","33","1,15","Nebenflüsse der Elbe"
"551000","Kreischa","10.01.2012","36","1,31","Nebenflüsse der Elbe"
"551000","Kreischa","11.01.2012","33","1,14","Nebenflüsse der Elbe"
"551000","Kreischa","12.01.2012","31","1,01","Nebenflüsse der Elbe"
"551000","Kreischa","13.01.2012","29","0,92","Nebenflüsse der Elbe"
"551000","Kreischa","14.01.2012","27","0,81","Nebenflüsse der Elbe"
"551000","Kreischa","15.01.2012","25","0,69","Nebenflüsse der Elbe"
"551000","Kreischa","16.01.2012","23","0,61","Nebenflüsse der Elbe"
"551000","Kreischa","17.01.2012","22","0,56","Nebenflüsse der Elbe"
"551000","Kreischa","18.01.2012","21","0,50","Nebenflüsse der Elbe"
"551000","Kreischa","19.01.2012","28","0,89","Nebenflüsse der Elbe"
"551000","Kreischa","20.01.2012","34","1,29","Nebenflüsse der Elbe"
"551000","Kreischa","21.01.2012","33","1,31","Nebenflüsse der Elbe"
"551000","Kreischa","22.01.2012","39","1,82","Nebenflüsse der Elbe"
"551000","Kreischa","23.01.2012","45","2,45","Nebenflüsse der Elbe"
"551000","Kreischa","24.01.2012","42","2,15","Nebenflüsse der Elbe"
"551000","Kreischa","25.01.2012","38","1,84","Nebenflüsse der Elbe"
"551000","Kreischa","26.01.2012","34","1,53","Nebenflüsse der Elbe"
"551000","Kreischa","27.01.2012","31","1,30","Nebenflüsse der Elbe"
"551000","Kreischa","28.01.2012","28","1,14","Nebenflüsse der Elbe"
"551000","Kreischa","29.01.2012","26","1,01","Nebenflüsse der Elbe"
"551000","Kreischa","30.01.2012","24","0,89","Nebenflüsse der Elbe"
"551000","Kreischa","31.01.2012","23","0,79","Nebenflüsse der Elbe"
"551000","Kreischa","01.02.2012","25","0,74","Nebenflüsse der Elbe"
"551000","Kreischa","02.02.2012","26","0,68","Nebenflüsse der Elbe"
"551000","Kreischa","03.02.2012","25","0,61","Nebenflüsse der Elbe"
"551000","Kreischa","04.02.2012","19","0,56","Nebenflüsse der Elbe"
"551000","Kreischa","05.02.2012","19","0,52","Nebenflüsse der Elbe"
"551000","Kreischa","06.02.2012","22","0,52","Nebenflüsse der Elbe"
"551000","Kreischa","07.02.2012","19","0,49","Nebenflüsse der Elbe"
"551000","Kreischa","08.02.2012","18","0,43","Nebenflüsse der Elbe"
"551000","Kreischa","09.02.2012","15","0,38","Nebenflüsse der Elbe"
"551000","Kreischa","10.02.2012","15","0,35","Nebenflüsse der Elbe"
"551000","Kreischa","11.02.2012","15","0,34","Nebenflüsse der Elbe"
"551000","Kreischa","12.02.2012","21","0,34","Nebenflüsse der Elbe"
"551000","Kreischa","13.02.2012","14","0,34","Nebenflüsse der Elbe"
"551000","Kreischa","14.02.2012","13","0,29","Nebenflüsse der Elbe"
"551000","Kreischa","15.02.2012","13","0,30","Nebenflüsse der Elbe"
"551000","Kreischa","16.02.2012","13","0,29","Nebenflüsse der Elbe"
"551000","Kreischa","17.02.2012","19","0,59","Nebenflüsse der Elbe"
"551000","Kreischa","18.02.2012","23","0,83","Nebenflüsse der Elbe"
"551000","Kreischa","19.02.2012","29","1,18","Nebenflüsse der Elbe"
"551000","Kreischa","20.02.2012","22","0,78","Nebenflüsse der Elbe"
"551000","Kreischa","21.02.2012","19","0,63","Nebenflüsse der Elbe"
"551000","Kreischa","22.02.2012","21","0,72","Nebenflüsse der Elbe"
"551000","Kreischa","23.02.2012","23","0,80","Nebenflüsse der Elbe"
"551000","Kreischa","24.02.2012","27","1,03","Nebenflüsse der Elbe"
"551000","Kreischa","25.02.2012","26","1,01","Nebenflüsse der Elbe"
"551000","Kreischa","26.02.2012","26","0,96","Nebenflüsse der Elbe"
"551000","Kreischa","27.02.2012","24","0,84","Nebenflüsse der Elbe"
"551000","Kreischa","28.02.2012","25","0,91","Nebenflüsse der Elbe"
"551000","Kreischa","29.02.2012","28","1,08","Nebenflüsse der Elbe"
"551000","Kreischa","01.03.2012","28","1,11","Nebenflüsse der Elbe"
"551000","Kreischa","02.03.2012","28","1,09","Nebenflüsse der Elbe"
"551000","Kreischa","03.03.2012","27","1,02","Nebenflüsse der Elbe"
"551000","Kreischa","04.03.2012","26","0,97","Nebenflüsse der Elbe"
"551000","Kreischa","05.03.2012","24","0,89","Nebenflüsse der Elbe"
"551000","Kreischa","06.03.2012","23","0,81","Nebenflüsse der Elbe"
"551000","Kreischa","07.03.2012","22","0,76","Nebenflüsse der Elbe"
"551000","Kreischa","08.03.2012","22","0,77","Nebenflüsse der Elbe"
"551000","Kreischa","09.03.2012","21","0,71","Nebenflüsse der Elbe"
"551000","Kreischa","10.03.2012","20","0,66","Nebenflüsse der Elbe"
"551000","Kreischa","11.03.2012","20","0,64","Nebenflüsse der Elbe"
"551000","Kreischa","12.03.2012","19","0,62","Nebenflüsse der Elbe"
"551000","Kreischa","13.03.2012","19","0,61","Nebenflüsse der Elbe"
"551000","Kreischa","14.03.2012","19","0,61","Nebenflüsse der Elbe"
"551000","Kreischa","15.03.2012","18","0,57","Nebenflüsse der Elbe"
"551000","Kreischa","16.03.2012","18","0,55","Nebenflüsse der Elbe"
"551000","Kreischa","17.03.2012","17","0,53","Nebenflüsse der Elbe"
"551000","Kreischa","18.03.2012","17","0,49","Nebenflüsse der Elbe"
"551000","Kreischa","19.03.2012","16","0,47","Nebenflüsse der Elbe"
"551000","Kreischa","20.03.2012","16","0,45","Nebenflüsse der Elbe"
"551000","Kreischa","21.03.2012","15","0,40","Nebenflüsse der Elbe"
"551000","Kreischa","22.03.2012","15","0,42","Nebenflüsse der Elbe"
